"","Our_Taxonomy","sample","Cruise_Station","Cruise","Station","Day","ASV"
"313","Cryptophyceae","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",309
"314","Cryptophyceae","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",530
"315","Cryptophyceae","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",18
"316","Cryptophyceae","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",39
"317","Cryptophyceae","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",270
"318","Cryptophyceae","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",184
"319","Cryptophyceae","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",208
"320","Cryptophyceae","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",249
"321","Cryptophyceae","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",0
"322","Cryptophyceae","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",4
"323","Cryptophyceae","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",0
"324","Cryptophyceae","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",35
"325","Cryptophyceae","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",86
"326","Cryptophyceae","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",5
"327","Cryptophyceae","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",127
"328","Cryptophyceae","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",21
"329","Cryptophyceae","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",194
"330","Cryptophyceae","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",199
"331","Cryptophyceae","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",291
"332","Cryptophyceae","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",241
"333","Cryptophyceae","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",74
"334","Cryptophyceae","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",115
"335","Cryptophyceae","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",248
"336","Cryptophyceae","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",129
"337","Fungi","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",62
"338","Fungi","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",90
"339","Fungi","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",81
"340","Fungi","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",649
"341","Fungi","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",171
"342","Fungi","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",100
"343","Fungi","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",268
"344","Fungi","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",214
"345","Fungi","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",222
"346","Fungi","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",500
"347","Fungi","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",120
"348","Fungi","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",40
"349","Fungi","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",272
"350","Fungi","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",296
"351","Fungi","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",119
"352","Fungi","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",92
"353","Fungi","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",35
"354","Fungi","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",0
"355","Fungi","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",13
"356","Fungi","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",83
"357","Fungi","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",64
"358","Fungi","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",58
"359","Fungi","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",28
"360","Fungi","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",41
"361","Rhizaria","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",225
"362","Rhizaria","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",42
"363","Rhizaria","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",68
"364","Rhizaria","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",111
"365","Rhizaria","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",7
"366","Rhizaria","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",0
"367","Rhizaria","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",5
"368","Rhizaria","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",30
"369","Rhizaria","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",40
"370","Rhizaria","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",38
"371","Rhizaria","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",85
"372","Rhizaria","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",4
"373","Rhizaria","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",24
"374","Rhizaria","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",2
"375","Rhizaria","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",7
"376","Rhizaria","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",25
"377","Rhizaria","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",39
"378","Rhizaria","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",115
"379","Rhizaria","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",18
"380","Rhizaria","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",26
"381","Rhizaria","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",42
"382","Rhizaria","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",9
"383","Rhizaria","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",11
"384","Rhizaria","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",10
"385","Other_eukaryotes","Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",235
"386","Other_eukaryotes","Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",398
"387","Other_eukaryotes","Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",937
"388","Other_eukaryotes","Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",858
"389","Other_eukaryotes","Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",489
"390","Other_eukaryotes","Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",783
"391","Other_eukaryotes","Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",901
"392","Other_eukaryotes","Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",428
"393","Other_eukaryotes","Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",436
"394","Other_eukaryotes","Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",275
"395","Other_eukaryotes","Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",305
"396","Other_eukaryotes","Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",390
"397","Other_eukaryotes","Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",78
"398","Other_eukaryotes","Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",174
"399","Other_eukaryotes","Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",395
"400","Other_eukaryotes","Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",458
"401","Other_eukaryotes","Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",210
"402","Other_eukaryotes","Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",268
"403","Other_eukaryotes","Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",272
"404","Other_eukaryotes","Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",261
"405","Other_eukaryotes","Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",396
"406","Other_eukaryotes","Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",518
"407","Other_eukaryotes","Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",512
"408","Other_eukaryotes","Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",359
"409",NA,"Spring_Coast_D1","Spring_Coast","Spring","Coast","D1",NA
"410",NA,"Spring_Coast_D3","Spring_Coast","Spring","Coast","D3",NA
"411",NA,"Spring_Coast_D5","Spring_Coast","Spring","Coast","D5",NA
"412",NA,"Spring_Coast_D7","Spring_Coast","Spring","Coast","D7",NA
"413",NA,"Spring_Offshore_D1","Spring_Offshore","Spring","Offshore","D1",NA
"414",NA,"Spring_Offshore_D3","Spring_Offshore","Spring","Offshore","D3",NA
"415",NA,"Spring_Offshore_D5","Spring_Offshore","Spring","Offshore","D5",NA
"416",NA,"Spring_Offshore_D7","Spring_Offshore","Spring","Offshore","D7",NA
"417",NA,"Summer_Coast_D1","Summer_Coast","Summer","Coast","D1",NA
"418",NA,"Summer_Coast_D3","Summer_Coast","Summer","Coast","D3",NA
"419",NA,"Summer_Coast_D5","Summer_Coast","Summer","Coast","D5",NA
"420",NA,"Summer_Coast_D7","Summer_Coast","Summer","Coast","D7",NA
"421",NA,"Summer_Offshore_D1","Summer_Offshore","Summer","Offshore","D1",NA
"422",NA,"Summer_Offshore_D3","Summer_Offshore","Summer","Offshore","D3",NA
"423",NA,"Summer_Offshore_D5","Summer_Offshore","Summer","Offshore","D5",NA
"424",NA,"Summer_Offshore_D7","Summer_Offshore","Summer","Offshore","D7",NA
"425",NA,"Winter_Coast_D1","Winter_Coast","Winter","Coast","D1",NA
"426",NA,"Winter_Coast_D3","Winter_Coast","Winter","Coast","D3",NA
"427",NA,"Winter_Coast_D5","Winter_Coast","Winter","Coast","D5",NA
"428",NA,"Winter_Coast_D7","Winter_Coast","Winter","Coast","D7",NA
"429",NA,"Winter_Offshore_D1","Winter_Offshore","Winter","Offshore","D1",NA
"430",NA,"Winter_Offshore_D3","Winter_Offshore","Winter","Offshore","D3",NA
"431",NA,"Winter_Offshore_D5","Winter_Offshore","Winter","Offshore","D5",NA
"432",NA,"Winter_Offshore_D7","Winter_Offshore","Winter","Offshore","D7",NA
